Week,Category,Sub_Category,Metric,Text_Value,Country,Month,Product,Support,Confidence,Lift,Leverage,Conviction,Revenue,Quantity,Num_Transactions,Segment,Num_Customers,Avg_Spend,Priority,Expected_Impact,Recommendation
Week 3 - Apriori,Frequent Itemset,1-Itemset,591,LUNCH BAG VINTAGE DOILY,,,LUNCH BAG VINTAGE DOILY,0.0302,,,,,,,591,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,590,SET OF 20 VINTAGE CHRISTMAS NAPKINS,,,SET OF 20 VINTAGE CHRISTMAS NAPKINS,0.0302,,,,,,,590,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,586,JUMBO BAG PEARS,,,JUMBO BAG PEARS,0.03,,,,,,,586,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,587,HANGING HEART ZINC T-LIGHT HOLDER,,,HANGING HEART ZINC T-LIGHT HOLDER,0.03,,,,,,,587,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,584,BLUE HARMONICA IN BOX,,,BLUE HARMONICA IN BOX,0.0299,,,,,,,584,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,580,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT",,,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG RED RETROSPOT",0.0297,,,,,,,580,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,581,PACK OF 60 DINOSAUR CAKE CASES,,,PACK OF 60 DINOSAUR CAKE CASES,0.0297,,,,,,,581,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,579,CHARLOTTE BAG APPLES DESIGN,,,CHARLOTTE BAG APPLES DESIGN,0.0296,,,,,,,579,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,577,SMALL POPCORN HOLDER,,,SMALL POPCORN HOLDER,0.0295,,,,,,,577,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,577,DOORMAT HEARTS,,,DOORMAT HEARTS,0.0295,,,,,,,577,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,575,DOORMAT NEW ENGLAND,,,DOORMAT NEW ENGLAND,0.0294,,,,,,,575,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,575,ROUND SNACK BOXES SET OF 4 FRUITS,,,ROUND SNACK BOXES SET OF 4 FRUITS,0.0294,,,,,,,575,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,573,WOODEN BOX OF DOMINOES,,,WOODEN BOX OF DOMINOES,0.0293,,,,,,,573,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,573,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",,,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",0.0293,,,,,,,573,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,572,BOX OF 24 COCKTAIL PARASOLS,,,BOX OF 24 COCKTAIL PARASOLS,0.0292,,,,,,,572,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,569,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",,,"PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.0291,,,,,,,569,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,570,RED RETROSPOT SHOPPER BAG,,,RED RETROSPOT SHOPPER BAG,0.0291,,,,,,,570,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,567,STRAWBERRY LUNCH BOX WITH CUTLERY,,,STRAWBERRY LUNCH BOX WITH CUTLERY,0.029,,,,,,,567,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,561,ALARM CLOCK BAKELIKE IVORY,,,ALARM CLOCK BAKELIKE IVORY,0.0287,,,,,,,561,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,556,PLASTERS IN TIN VINTAGE PAISLEY,,,PLASTERS IN TIN VINTAGE PAISLEY,0.0284,,,,,,,556,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,555,LARGE WHITE HEART OF WICKER,,,LARGE WHITE HEART OF WICKER,0.0284,,,,,,,555,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,553,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",,,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",0.0283,,,,,,,553,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,553,PLASTERS IN TIN SKULLS,,,PLASTERS IN TIN SKULLS,0.0283,,,,,,,553,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,554,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",,,"LUNCH BAG RED RETROSPOT, LUNCH BAG SUKI DESIGN",0.0283,,,,,,,554,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,552,HAND WARMER BIRD DESIGN,,,HAND WARMER BIRD DESIGN,0.0282,,,,,,,552,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,550,PLASTERS IN TIN CIRCUS PARADE,,,PLASTERS IN TIN CIRCUS PARADE,0.0281,,,,,,,550,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,549,GREY HEART HOT WATER BOTTLE,,,GREY HEART HOT WATER BOTTLE,0.0281,,,,,,,549,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,545,"PAPER CHAIN KIT 50'S CHRISTMAS, PAPER CHAIN KIT VINTAGE CHRISTMAS",,,"PAPER CHAIN KIT 50'S CHRISTMAS, PAPER CHAIN KIT VINTAGE CHRISTMAS",0.0279,,,,,,,545,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,545,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",,,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",0.0279,,,,,,,545,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,544,"GARDENERS KNEELING PAD CUP OF TEA, GARDENERS KNEELING PAD KEEP CALM",,,"GARDENERS KNEELING PAD CUP OF TEA, GARDENERS KNEELING PAD KEEP CALM",0.0278,,,,,,,544,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,543,LOVEBIRD HANGING DECORATION WHITE,,,LOVEBIRD HANGING DECORATION WHITE,0.0278,,,,,,,543,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,544,HAND WARMER SCOTTY DOG DESIGN,,,HAND WARMER SCOTTY DOG DESIGN,0.0278,,,,,,,544,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,541,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT",,,"JUMBO BAG APPLES, JUMBO BAG RED RETROSPOT",0.0277,,,,,,,541,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,539,WOOD 2 DRAWER CABINET WHITE FINISH,,,WOOD 2 DRAWER CABINET WHITE FINISH,0.0276,,,,,,,539,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,537,SET OF 12 FAIRY CAKE BAKING CASES,,,SET OF 12 FAIRY CAKE BAKING CASES,0.0275,,,,,,,537,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,538,CHILDRENS APRON SPACEBOY DESIGN,,,CHILDRENS APRON SPACEBOY DESIGN,0.0275,,,,,,,538,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,536,"WOODEN FRAME ANTIQUE WHITE, WOODEN PICTURE FRAME WHITE FINISH",,,"WOODEN FRAME ANTIQUE WHITE, WOODEN PICTURE FRAME WHITE FINISH",0.0274,,,,,,,536,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,536,SMALL GLASS HEART TRINKET POT,,,SMALL GLASS HEART TRINKET POT,0.0274,,,,,,,536,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,536,FELTCRAFT 6 FLOWER FRIENDS,,,FELTCRAFT 6 FLOWER FRIENDS,0.0274,,,,,,,536,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,535,CHRISTMAS CRAFT LITTLE FRIENDS,,,CHRISTMAS CRAFT LITTLE FRIENDS,0.0274,,,,,,,535,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,535,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT",,,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT",0.0274,,,,,,,535,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,534,TRAVEL CARD WALLET KEEP CALM,,,TRAVEL CARD WALLET KEEP CALM,0.0273,,,,,,,534,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,534,POTTERING IN THE SHED METAL SIGN,,,POTTERING IN THE SHED METAL SIGN,0.0273,,,,,,,534,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,533,"JUMBO BAG RED RETROSPOT, JUMBO BAG WOODLAND ANIMALS",,,"JUMBO BAG RED RETROSPOT, JUMBO BAG WOODLAND ANIMALS",0.0273,,,,,,,533,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,532,SET 2 TEA TOWELS I LOVE LONDON,,,SET 2 TEA TOWELS I LOVE LONDON,0.0272,,,,,,,532,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,528,"JUMBO BAG RED RETROSPOT, JUMBO BAG STRAWBERRY",,,"JUMBO BAG RED RETROSPOT, JUMBO BAG STRAWBERRY",0.027,,,,,,,528,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,527,SUKI  SHOULDER BAG,,,SUKI  SHOULDER BAG,0.0269,,,,,,,527,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,524,RED RETROSPOT CAKE STAND,,,RED RETROSPOT CAKE STAND,0.0268,,,,,,,524,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,525,"DOLLY GIRL LUNCH BOX, SPACEBOY LUNCH BOX",,,"DOLLY GIRL LUNCH BOX, SPACEBOY LUNCH BOX",0.0268,,,,,,,525,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,522,SMALL DOLLY MIX DESIGN ORANGE BOWL,,,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.0267,,,,,,,522,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,522,WOODEN HEART CHRISTMAS SCANDINAVIAN,,,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.0267,,,,,,,522,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,522,JUMBO BAG TOYS,,,JUMBO BAG TOYS,0.0267,,,,,,,522,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,523,ZINC METAL HEART DECORATION,,,ZINC METAL HEART DECORATION,0.0267,,,,,,,523,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,523,SPACEBOY BIRTHDAY CARD,,,SPACEBOY BIRTHDAY CARD,0.0267,,,,,,,523,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,520,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG",,,"CHARLOTTE BAG PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG",0.0266,,,,,,,520,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,521,EDWARDIAN PARASOL NATURAL,,,EDWARDIAN PARASOL NATURAL,0.0266,,,,,,,521,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,520,RED KITCHEN SCALES,,,RED KITCHEN SCALES,0.0266,,,,,,,520,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,520,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",,,"LUNCH BAG RED RETROSPOT, LUNCH BAG WOODLAND",0.0266,,,,,,,520,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,520,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",,,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",0.0266,,,,,,,520,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,518,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",,,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",0.0265,,,,,,,518,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,518,RED RETROSPOT PICNIC BAG,,,RED RETROSPOT PICNIC BAG,0.0265,,,,,,,518,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,516,CREAM HEART CARD HOLDER,,,CREAM HEART CARD HOLDER,0.0264,,,,,,,516,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,517,PINK BLUE FELT CRAFT TRINKET BOX,,,PINK BLUE FELT CRAFT TRINKET BOX,0.0264,,,,,,,517,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,517,SET/6 RED SPOTTY PAPER PLATES,,,SET/6 RED SPOTTY PAPER PLATES,0.0264,,,,,,,517,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,517,WORLD WAR 2 GLIDERS ASSTD DESIGNS,,,WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.0264,,,,,,,517,,,,,,
Week 3 - Apriori,Frequent Itemset,3-Itemset,514,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",,,"GREEN REGENCY TEACUP AND SAUCER, PINK REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",0.0263,,,,,,,514,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,514,"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",,,"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SUKI",0.0263,,,,,,,514,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,514,ASSORTED COLOURS SILK FAN,,,ASSORTED COLOURS SILK FAN,0.0263,,,,,,,514,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,512,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG RED RETROSPOT",,,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG RED RETROSPOT",0.0262,,,,,,,512,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,512,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN",,,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN",0.0262,,,,,,,512,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,510,PACK OF 12 LONDON TISSUES,,,PACK OF 12 LONDON TISSUES,0.0261,,,,,,,510,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,510,JUMBO BAG DOILEY PATTERNS,,,JUMBO BAG DOILEY PATTERNS,0.0261,,,,,,,510,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,506,SET OF 20 KIDS COOKIE CUTTERS,,,SET OF 20 KIDS COOKIE CUTTERS,0.0259,,,,,,,506,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,507,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",,,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",0.0259,,,,,,,507,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,505,CREAM SWEETHEART MINI CHEST,,,CREAM SWEETHEART MINI CHEST,0.0258,,,,,,,505,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,505,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG",,,"CHARLOTTE BAG SUKI DESIGN, RED RETROSPOT CHARLOTTE BAG",0.0258,,,,,,,505,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,504,SWEETHEART CERAMIC TRINKET BOX,,,SWEETHEART CERAMIC TRINKET BOX,0.0258,,,,,,,504,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,502,SET OF 72 PINK HEART PAPER DOILIES,,,SET OF 72 PINK HEART PAPER DOILIES,0.0257,,,,,,,502,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,502,"RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",,,"RED RETROSPOT CHARLOTTE BAG, WOODLAND CHARLOTTE BAG",0.0257,,,,,,,502,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,503,PACK OF 60 SPACEBOY CAKE CASES,,,PACK OF 60 SPACEBOY CAKE CASES,0.0257,,,,,,,503,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,500,SINGLE HEART ZINC T-LIGHT HOLDER,,,SINGLE HEART ZINC T-LIGHT HOLDER,0.0256,,,,,,,500,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,499,PLASTERS IN TIN STRONGMAN,,,PLASTERS IN TIN STRONGMAN,0.0255,,,,,,,499,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,496,"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT",,,"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT",0.0254,,,,,,,496,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,495,WOODEN STAR CHRISTMAS SCANDINAVIAN,,,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.0253,,,,,,,495,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,493,WHITE SKULL HOT WATER BOTTLE,,,WHITE SKULL HOT WATER BOTTLE,0.0252,,,,,,,493,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,492,NO SINGING METAL SIGN,,,NO SINGING METAL SIGN,0.0252,,,,,,,492,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,488,ENAMEL FLOWER JUG CREAM,,,ENAMEL FLOWER JUG CREAM,0.025,,,,,,,488,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,488,METAL 4 HOOK HANGER FRENCH CHATEAU,,,METAL 4 HOOK HANGER FRENCH CHATEAU,0.025,,,,,,,488,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,489,"REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",,,"REGENCY CAKESTAND 3 TIER, ROSES REGENCY TEACUP AND SAUCER",0.025,,,,,,,489,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,485,"DOTCOM POSTAGE, JUMBO BAG RED RETROSPOT",,,"DOTCOM POSTAGE, JUMBO BAG RED RETROSPOT",0.0248,,,,,,,485,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,486,LUNCH BAG DOILEY PATTERN,,,LUNCH BAG DOILEY PATTERN,0.0248,,,,,,,486,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,485,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",,,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",0.0248,,,,,,,485,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,483,FAWN BLUE HOT WATER BOTTLE,,,FAWN BLUE HOT WATER BOTTLE,0.0247,,,,,,,483,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,482,"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT",,,"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT",0.0246,,,,,,,482,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,481,LUNCH BOX WITH CUTLERY RETROSPOT,,,LUNCH BOX WITH CUTLERY RETROSPOT,0.0246,,,,,,,481,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,482,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",,,"RED RETROSPOT CHARLOTTE BAG, STRAWBERRY CHARLOTTE BAG",0.0246,,,,,,,482,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,482,PHOTO FRAME CORNICE,,,PHOTO FRAME CORNICE,0.0246,,,,,,,482,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,482,PINK FAIRY CAKE CHILDRENS APRON,,,PINK FAIRY CAKE CHILDRENS APRON,0.0246,,,,,,,482,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,481,"GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",,,"GREEN REGENCY TEACUP AND SAUCER, REGENCY CAKESTAND 3 TIER",0.0246,,,,,,,481,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,479,HAND WARMER UNION JACK,,,HAND WARMER UNION JACK,0.0245,,,,,,,479,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,479,"RED HANGING HEART T-LIGHT HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",,,"RED HANGING HEART T-LIGHT HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",0.0245,,,,,,,479,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,478,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",,,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",0.0244,,,,,,,478,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,476,RED RETROSPOT PEG BAG,,,RED RETROSPOT PEG BAG,0.0243,,,,,,,476,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,476,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",,,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG WOODLAND",0.0243,,,,,,,476,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,473,"PARTY BUNTING, SPOTTY BUNTING",,,"PARTY BUNTING, SPOTTY BUNTING",0.0242,,,,,,,473,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,474,DOORMAT FANCY FONT HOME SWEET HOME,,,DOORMAT FANCY FONT HOME SWEET HOME,0.0242,,,,,,,474,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,471,FELTCRAFT BUTTERFLY HEARTS,,,FELTCRAFT BUTTERFLY HEARTS,0.0241,,,,,,,471,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,472,VINTAGE UNION JACK BUNTING,,,VINTAGE UNION JACK BUNTING,0.0241,,,,,,,472,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,471,LADIES & GENTLEMEN METAL SIGN,,,LADIES & GENTLEMEN METAL SIGN,0.0241,,,,,,,471,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,470,JUMBO BAG VINTAGE CHRISTMAS,,,JUMBO BAG VINTAGE CHRISTMAS,0.024,,,,,,,470,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,468,NATURAL SLATE CHALKBOARD LARGE,,,NATURAL SLATE CHALKBOARD LARGE,0.0239,,,,,,,468,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,467,SMALL HEART MEASURING SPOONS,,,SMALL HEART MEASURING SPOONS,0.0239,,,,,,,467,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,467,"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN",,,"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN",0.0239,,,,,,,467,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,467,"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",,,"JUMBO BAG PINK POLKADOT, JUMBO SHOPPER VINTAGE RED PAISLEY",0.0239,,,,,,,467,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,465,LOVE HOT WATER BOTTLE,,,LOVE HOT WATER BOTTLE,0.0238,,,,,,,465,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,466,TOY TIDY PINK POLKADOT,,,TOY TIDY PINK POLKADOT,0.0238,,,,,,,466,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,463,4 TRADITIONAL SPINNING TOPS,,,4 TRADITIONAL SPINNING TOPS,0.0237,,,,,,,463,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,464,PARTY METAL SIGN,,,PARTY METAL SIGN,0.0237,,,,,,,464,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,463,DOORMAT SPOTTY HOME SWEET HOME,,,DOORMAT SPOTTY HOME SWEET HOME,0.0237,,,,,,,463,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,461,FELTCRAFT CUSHION OWL,,,FELTCRAFT CUSHION OWL,0.0236,,,,,,,461,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,462,CHOCOLATE THIS WAY METAL SIGN,,,CHOCOLATE THIS WAY METAL SIGN,0.0236,,,,,,,462,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,462,TEA TIME PARTY BUNTING,,,TEA TIME PARTY BUNTING,0.0236,,,,,,,462,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,460,SET/3 RED GINGHAM ROSE STORAGE BOX,,,SET/3 RED GINGHAM ROSE STORAGE BOX,0.0235,,,,,,,460,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,457,3 STRIPEY MICE FELTCRAFT,,,3 STRIPEY MICE FELTCRAFT,0.0234,,,,,,,457,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,457,KNITTED UNION FLAG HOT WATER BOTTLE,,,KNITTED UNION FLAG HOT WATER BOTTLE,0.0234,,,,,,,457,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,458,PANTRY MAGNETIC  SHOPPING LIST,,,PANTRY MAGNETIC  SHOPPING LIST,0.0234,,,,,,,458,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,455,PICNIC BASKET WICKER SMALL,,,PICNIC BASKET WICKER SMALL,0.0233,,,,,,,455,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,454,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED",,,"ALARM CLOCK BAKELIKE PINK, ALARM CLOCK BAKELIKE RED",0.0232,,,,,,,454,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,453,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN",,,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN",0.0232,,,,,,,453,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,451,BAKING SET SPACEBOY DESIGN,,,BAKING SET SPACEBOY DESIGN,0.0231,,,,,,,451,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,452,"CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG",,,"CHARLOTTE BAG SUKI DESIGN, WOODLAND CHARLOTTE BAG",0.0231,,,,,,,452,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,451,TRAVEL SEWING KIT,,,TRAVEL SEWING KIT,0.0231,,,,,,,451,,,,,,
Week 3 - Apriori,Frequent Itemset,2-Itemset,452,"JAM MAKING SET PRINTED, JAM MAKING SET WITH JARS",,,"JAM MAKING SET PRINTED, JAM MAKING SET WITH JARS",0.0231,,,,,,,452,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,450,RECIPE BOX RETROSPOT,,,RECIPE BOX RETROSPOT,0.023,,,,,,,450,,,,,,
Week 3 - Apriori,Frequent Itemset,1-Itemset,449,MEMO BOARD RETROSPOT  DESIGN,,,MEMO BOARD RETROSPOT  DESIGN,0.023,,,,,,,449,,,,,,
